text,intent
What payment methods do you accept for Non Refund booking under Michelle Gregory?,payment
"Does City Hotel feature a swimming pool, spa and gym for Michelle Gregory?",hotel_facilities
What are the check-in times at City Hotel for arrival on 16 June?,checkin_checkout
Can guest Michelle Gregory request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Michelle Gregory at City Hotel,modify_booking
Can I change my reservation from 2 nights for Michelle Gregory?,modify_booking
Is Room Type A available at City Hotel for Kimberly Kim?,availability
Do you have room availability for 1 adults in November 2016?,availability
Can I reserve a room for Kimberly Kim for 15 nights?,book_room
How much is Room Type A at rate 74.8 per night?,room_price
Is BB meal package included for Kimberly Kim's room?,breakfast
Do you provide 0 parking space for reservation under Kimberly Kim?,parking
Is parking space available at City Hotel for guest 860-264-0882?,parking
Can I cancel my booking under Kimberly Kim?,cancel_booking
Check reservation status for Kimberly Kim with status Canceled,booking_status
Is booking status for Kimberly Kim confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Kimberly Kim?,payment
"Does City Hotel feature a swimming pool, spa and gym for Kimberly Kim?",hotel_facilities
What are the check-in times at City Hotel for arrival on 29 November?,checkin_checkout
Can guest Kimberly Kim request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Kimberly Kim at City Hotel,modify_booking
Can I change my reservation from 15 nights for Kimberly Kim?,modify_booking
Is Room Type A available at City Hotel for James Patterson?,availability
Can I reserve a room for James Patterson for 7 nights?,book_room
How much is Room Type A at rate 125.0 per night?,room_price
Is SC meal package included for James Patterson's room?,breakfast
Do you provide 0 parking space for reservation under James Patterson?,parking
Is parking space available at City Hotel for guest 814-852-8505?,parking
Can I cancel my booking under James Patterson?,cancel_booking
Check reservation status for James Patterson with status Check-Out,booking_status
Is booking status for James Patterson confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under James Patterson?,payment
"Does City Hotel feature a swimming pool, spa and gym for James Patterson?",hotel_facilities
What are the check-in times at City Hotel for arrival on 1 August?,checkin_checkout
Can guest James Patterson request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest James Patterson at City Hotel,modify_booking
Can I change my reservation from 7 nights for James Patterson?,modify_booking
Is Room Type A available at City Hotel for Sarah Scott?,availability
Can I reserve a room for Sarah Scott for 6 nights?,book_room
Is BB meal package included for Sarah Scott's room?,breakfast
Do you provide 0 parking space for reservation under Sarah Scott?,parking
Is parking space available at City Hotel for guest 443-817-6604?,parking
Can I cancel my booking under Sarah Scott?,cancel_booking
Check reservation status for Sarah Scott with status Canceled,booking_status
Is booking status for Sarah Scott confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Sarah Scott?,payment
"Does City Hotel feature a swimming pool, spa and gym for Sarah Scott?",hotel_facilities
Can guest Sarah Scott request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Sarah Scott at City Hotel,modify_booking
Can I change my reservation from 6 nights for Sarah Scott?,modify_booking
Is Room Type A available at City Hotel for Tracy Mcintyre?,availability
Can I reserve a room for Tracy Mcintyre for 4 nights?,book_room
Is SC meal package included for Tracy Mcintyre's room?,breakfast
Do you provide 0 parking space for reservation under Tracy Mcintyre?,parking
Is parking space available at City Hotel for guest 113-043-1491?,parking
Can I cancel my booking under Tracy Mcintyre?,cancel_booking
Check reservation status for Tracy Mcintyre with status Canceled,booking_status
Is booking status for Tracy Mcintyre confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Tracy Mcintyre?,payment
"Does City Hotel feature a swimming pool, spa and gym for Tracy Mcintyre?",hotel_facilities
What are the check-in times at City Hotel for arrival on 14 April?,checkin_checkout
Can guest Tracy Mcintyre request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Tracy Mcintyre at City Hotel,modify_booking
Can I change my reservation from 4 nights for Tracy Mcintyre?,modify_booking
Is Room Type E available at Resort Hotel for Donald Ho?,availability
Can I reserve a room for Donald Ho for 7 nights?,book_room
How much is Room Type E at rate 60.3 per night?,room_price
Is HB meal package included for Donald Ho's room?,breakfast
Do you provide 0 parking space for reservation under Donald Ho?,parking
Is parking space available at Resort Hotel for guest 103-757-7776?,parking
Can I cancel my booking under Donald Ho?,cancel_booking
Check reservation status for Donald Ho with status Canceled,booking_status
Is booking status for Donald Ho confirmed at Resort Hotel?,booking_status
What payment methods do you accept for Non Refund booking under Donald Ho?,payment
Do I need to pay deposit Non Refund for Room Type E?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Donald Ho?",hotel_facilities
Can guest Donald Ho request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Donald Ho at Resort Hotel,modify_booking
Can I change my reservation from 7 nights for Donald Ho?,modify_booking
Is Room Type A available at City Hotel for Latasha Willis?,availability
Can I reserve a room for Latasha Willis for 2 nights?,book_room
Is BB meal package included for Latasha Willis's room?,breakfast
Do you provide 0 parking space for reservation under Latasha Willis?,parking
Is parking space available at City Hotel for guest 518-090-1565?,parking
Can I cancel my booking under Latasha Willis?,cancel_booking
Check reservation status for Latasha Willis with status Check-Out,booking_status
Is booking status for Latasha Willis confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Latasha Willis?,payment
"Does City Hotel feature a swimming pool, spa and gym for Latasha Willis?",hotel_facilities
What are the check-in times at City Hotel for arrival on 27 March?,checkin_checkout
Can guest Latasha Willis request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Latasha Willis at City Hotel,modify_booking
Can I change my reservation from 2 nights for Latasha Willis?,modify_booking
Is Room Type A available at Resort Hotel for Tammy Snyder?,availability
Can I reserve a room for Tammy Snyder for 3 nights?,book_room
How much is Room Type A at rate 92.0 per night?,room_price
Is FB meal package included for Tammy Snyder's room?,breakfast
Do you provide 0 parking space for reservation under Tammy Snyder?,parking
Is parking space available at Resort Hotel for guest 162-575-4708?,parking
Can I cancel my booking under Tammy Snyder?,cancel_booking
Check reservation status for Tammy Snyder with status Canceled,booking_status
Is booking status for Tammy Snyder confirmed at Resort Hotel?,booking_status
What payment methods do you accept for Non Refund booking under Tammy Snyder?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Tammy Snyder?",hotel_facilities
Can guest Tammy Snyder request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Tammy Snyder at Resort Hotel,modify_booking
Can I change my reservation from 3 nights for Tammy Snyder?,modify_booking
Is Room Type A available at Resort Hotel for Tami Cooper?,availability
Can I reserve a room for Tami Cooper for 6 nights?,book_room
How much is Room Type A at rate 118.17 per night?,room_price
Is BB meal package included for Tami Cooper's room?,breakfast
Do you provide 0 parking space for reservation under Tami Cooper?,parking
Is parking space available at Resort Hotel for guest 203-455-8054?,parking
Can I cancel my booking under Tami Cooper?,cancel_booking
Check reservation status for Tami Cooper with status Check-Out,booking_status
Is booking status for Tami Cooper confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Tami Cooper?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Tami Cooper?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 27 July?,checkin_checkout
Can guest Tami Cooper request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Tami Cooper at Resort Hotel,modify_booking
Can I change my reservation from 6 nights for Tami Cooper?,modify_booking
Is Room Type E available at Resort Hotel for Eric Moreno?,availability
Can I reserve a room for Eric Moreno for 3 nights?,book_room
How much is Room Type E at rate 76.0 per night?,room_price
Is BB meal package included for Eric Moreno's room?,breakfast
Do you provide 0 parking space for reservation under Eric Moreno?,parking
Is parking space available at Resort Hotel for guest 611-234-7144?,parking
Can I cancel my booking under Eric Moreno?,cancel_booking
Check reservation status for Eric Moreno with status Check-Out,booking_status
Is booking status for Eric Moreno confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Eric Moreno?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Eric Moreno?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 17 February?,checkin_checkout
Can guest Eric Moreno request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Eric Moreno at Resort Hotel,modify_booking
Can I change my reservation from 3 nights for Eric Moreno?,modify_booking
Is Room Type A available at City Hotel for Nancy Rubio?,availability
Can I reserve a room for Nancy Rubio for 3 nights?,book_room
How much is Room Type A at rate 107.1 per night?,room_price
Is BB meal package included for Nancy Rubio's room?,breakfast
Do you provide 0 parking space for reservation under Nancy Rubio?,parking
Is parking space available at City Hotel for guest 700-300-8777?,parking
Can I cancel my booking under Nancy Rubio?,cancel_booking
Check reservation status for Nancy Rubio with status Check-Out,booking_status
Is booking status for Nancy Rubio confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Nancy Rubio?,payment
"Does City Hotel feature a swimming pool, spa and gym for Nancy Rubio?",hotel_facilities
What are the check-in times at City Hotel for arrival on 7 July?,checkin_checkout
Can guest Nancy Rubio request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Nancy Rubio at City Hotel,modify_booking
Can I change my reservation from 3 nights for Nancy Rubio?,modify_booking
Is Room Type A available at City Hotel for Jermaine Malone?,availability
Can I reserve a room for Jermaine Malone for 2 nights?,book_room
How much is Room Type A at rate 93.6 per night?,room_price
Is BB meal package included for Jermaine Malone's room?,breakfast
Do you provide 0 parking space for reservation under Jermaine Malone?,parking
Is parking space available at City Hotel for guest 276-538-4558?,parking
Can I cancel my booking under Jermaine Malone?,cancel_booking
Check reservation status for Jermaine Malone with status Canceled,booking_status
Is booking status for Jermaine Malone confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Jermaine Malone?,payment
"Does City Hotel feature a swimming pool, spa and gym for Jermaine Malone?",hotel_facilities
What are the check-in times at City Hotel for arrival on 20 January?,checkin_checkout
Can guest Jermaine Malone request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Jermaine Malone at City Hotel,modify_booking
Can I change my reservation from 2 nights for Jermaine Malone?,modify_booking
Is Room Type A available at Resort Hotel for Kylie Williams?,availability
Can I reserve a room for Kylie Williams for 2 nights?,book_room
Is HB meal package included for Kylie Williams's room?,breakfast
Do you provide 0 parking space for reservation under Kylie Williams?,parking
Is parking space available at Resort Hotel for guest 736-878-2359?,parking
Can I cancel my booking under Kylie Williams?,cancel_booking
Check reservation status for Kylie Williams with status Canceled,booking_status
Is booking status for Kylie Williams confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Kylie Williams?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Kylie Williams?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 2 May?,checkin_checkout
Can guest Kylie Williams request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Kylie Williams at Resort Hotel,modify_booking
Can I change my reservation from 2 nights for Kylie Williams?,modify_booking
Is Room Type D available at Resort Hotel for Samantha Lopez?,availability
Can I reserve a room for Samantha Lopez for 6 nights?,book_room
How much is Room Type D at rate 194.0 per night?,room_price
Is BB meal package included for Samantha Lopez's room?,breakfast
Do you provide 0 parking space for reservation under Samantha Lopez?,parking
Is parking space available at Resort Hotel for guest 229-854-3895?,parking
Can I cancel my booking under Samantha Lopez?,cancel_booking
Check reservation status for Samantha Lopez with status Canceled,booking_status
Is booking status for Samantha Lopez confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Samantha Lopez?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Samantha Lopez?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 22 July?,checkin_checkout
Can guest Samantha Lopez request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Samantha Lopez at Resort Hotel,modify_booking
Can I change my reservation from 6 nights for Samantha Lopez?,modify_booking
Is Room Type D available at City Hotel for Cynthia Romero?,availability
I want to book Room Type D for 1 guests at City Hotel,book_room
Can I reserve a room for Cynthia Romero for 2 nights?,book_room
How much is Room Type D at rate 94.0 per night?,room_price
Is BB meal package included for Cynthia Romero's room?,breakfast
Do you provide 0 parking space for reservation under Cynthia Romero?,parking
Is parking space available at City Hotel for guest 177-437-0387?,parking
Can I cancel my booking under Cynthia Romero?,cancel_booking
Check reservation status for Cynthia Romero with status Canceled,booking_status
Is booking status for Cynthia Romero confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Cynthia Romero?,payment
"Does City Hotel feature a swimming pool, spa and gym for Cynthia Romero?",hotel_facilities
What are the check-in times at City Hotel for arrival on 2 November?,checkin_checkout
Can guest Cynthia Romero request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Cynthia Romero at City Hotel,modify_booking
Can I change my reservation from 2 nights for Cynthia Romero?,modify_booking
Is Room Type A available at City Hotel for Kelly Smith?,availability
Can I reserve a room for Kelly Smith for 4 nights?,book_room
How much is Room Type A at rate 79.15 per night?,room_price
Is BB meal package included for Kelly Smith's room?,breakfast
Do you provide 0 parking space for reservation under Kelly Smith?,parking
Is parking space available at City Hotel for guest 902-128-5191?,parking
Can I cancel my booking under Kelly Smith?,cancel_booking
Check reservation status for Kelly Smith with status Check-Out,booking_status
Is booking status for Kelly Smith confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Kelly Smith?,payment
"Does City Hotel feature a swimming pool, spa and gym for Kelly Smith?",hotel_facilities
Can guest Kelly Smith request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Kelly Smith at City Hotel,modify_booking
Can I change my reservation from 4 nights for Kelly Smith?,modify_booking
Is Room Type A available at City Hotel for Christopher Burns?,availability
Can I reserve a room for Christopher Burns for 5 nights?,book_room
How much is Room Type A at rate 106.68 per night?,room_price
Is SC meal package included for Christopher Burns's room?,breakfast
Do you provide 0 parking space for reservation under Christopher Burns?,parking
Is parking space available at City Hotel for guest 255-780-4399?,parking
Can I cancel my booking under Christopher Burns?,cancel_booking
Check reservation status for Christopher Burns with status Check-Out,booking_status
Is booking status for Christopher Burns confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Christopher Burns?,payment
"Does City Hotel feature a swimming pool, spa and gym for Christopher Burns?",hotel_facilities
What are the check-in times at City Hotel for arrival on 6 November?,checkin_checkout
Can guest Christopher Burns request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Christopher Burns at City Hotel,modify_booking
Can I change my reservation from 5 nights for Christopher Burns?,modify_booking
Is Room Type A available at City Hotel for Tyler Romero?,availability
Can I reserve a room for Tyler Romero for 3 nights?,book_room
Is BB meal package included for Tyler Romero's room?,breakfast
Do you provide 0 parking space for reservation under Tyler Romero?,parking
Is parking space available at City Hotel for guest 121-066-2799?,parking
Can I cancel my booking under Tyler Romero?,cancel_booking
Check reservation status for Tyler Romero with status Canceled,booking_status
Is booking status for Tyler Romero confirmed at City Hotel?,booking_status
What payment methods do you accept for Non Refund booking under Tyler Romero?,payment
"Does City Hotel feature a swimming pool, spa and gym for Tyler Romero?",hotel_facilities
What are the check-in times at City Hotel for arrival on 3 August?,checkin_checkout
Can guest Tyler Romero request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Tyler Romero at City Hotel,modify_booking
Can I change my reservation from 3 nights for Tyler Romero?,modify_booking
Is Room Type A available at City Hotel for Philip Cortez?,availability
Can I reserve a room for Philip Cortez for 5 nights?,book_room
How much is Room Type A at rate 75.95 per night?,room_price
Is BB meal package included for Philip Cortez's room?,breakfast
Do you provide 0 parking space for reservation under Philip Cortez?,parking
Is parking space available at City Hotel for guest 539-210-2890?,parking
Can I cancel my booking under Philip Cortez?,cancel_booking
Check reservation status for Philip Cortez with status Check-Out,booking_status
Is booking status for Philip Cortez confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Philip Cortez?,payment
"Does City Hotel feature a swimming pool, spa and gym for Philip Cortez?",hotel_facilities
What are the check-in times at City Hotel for arrival on 8 February?,checkin_checkout
Can guest Philip Cortez request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Philip Cortez at City Hotel,modify_booking
Can I change my reservation from 5 nights for Philip Cortez?,modify_booking
Is Room Type A available at Resort Hotel for Andrea Weber?,availability
Can I reserve a room for Andrea Weber for 1 nights?,book_room
Is BB meal package included for Andrea Weber's room?,breakfast
Do you provide 0 parking space for reservation under Andrea Weber?,parking
Is parking space available at Resort Hotel for guest 136-176-1410?,parking
Can I cancel my booking under Andrea Weber?,cancel_booking
Check reservation status for Andrea Weber with status Check-Out,booking_status
Is booking status for Andrea Weber confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Andrea Weber?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Andrea Weber?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 12 February?,checkin_checkout
Can guest Andrea Weber request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Andrea Weber at Resort Hotel,modify_booking
Can I change my reservation from 1 nights for Andrea Weber?,modify_booking
Is Room Type A available at Resort Hotel for Dr. Shelley Kidd?,availability
Can I reserve a room for Dr. Shelley Kidd for 3 nights?,book_room
How much is Room Type A at rate 272.7 per night?,room_price
Is HB meal package included for Dr. Shelley Kidd's room?,breakfast
Do you provide 0 parking space for reservation under Dr. Shelley Kidd?,parking
Is parking space available at Resort Hotel for guest 126-209-1517?,parking
Can I cancel my booking under Dr. Shelley Kidd?,cancel_booking
Check reservation status for Dr. Shelley Kidd with status Canceled,booking_status
Is booking status for Dr. Shelley Kidd confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Dr. Shelley Kidd?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Dr. Shelley Kidd?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 4 August?,checkin_checkout
Can guest Dr. Shelley Kidd request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Dr. Shelley Kidd at Resort Hotel,modify_booking
Can I change my reservation from 3 nights for Dr. Shelley Kidd?,modify_booking
Is Room Type A available at City Hotel for Andrea Price MD?,availability
Can I reserve a room for Andrea Price MD for 2 nights?,book_room
How much is Room Type A at rate 105.3 per night?,room_price
Is BB meal package included for Andrea Price MD's room?,breakfast
Do you provide 1 parking space for reservation under Andrea Price MD?,parking
Is parking space available at City Hotel for guest 834-105-4218?,parking
Can I cancel my booking under Andrea Price MD?,cancel_booking
Check reservation status for Andrea Price MD with status Check-Out,booking_status
Is booking status for Andrea Price MD confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Andrea Price MD?,payment
"Does City Hotel feature a swimming pool, spa and gym for Andrea Price MD?",hotel_facilities
What are the check-in times at City Hotel for arrival on 6 August?,checkin_checkout
Can guest Andrea Price MD request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Andrea Price MD at City Hotel,modify_booking
Can I change my reservation from 2 nights for Andrea Price MD?,modify_booking
Is Room Type D available at City Hotel for Allison Webb?,availability
Can I reserve a room for Allison Webb for 4 nights?,book_room
How much is Room Type D at rate 95.13 per night?,room_price
Is BB meal package included for Allison Webb's room?,breakfast
Do you provide 0 parking space for reservation under Allison Webb?,parking
Is parking space available at City Hotel for guest 895-618-6387?,parking
Can I cancel my booking under Allison Webb?,cancel_booking
Check reservation status for Allison Webb with status Check-Out,booking_status
Is booking status for Allison Webb confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Allison Webb?,payment
"Does City Hotel feature a swimming pool, spa and gym for Allison Webb?",hotel_facilities
What are the check-in times at City Hotel for arrival on 28 October?,checkin_checkout
Can guest Allison Webb request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Allison Webb at City Hotel,modify_booking
Can I change my reservation from 4 nights for Allison Webb?,modify_booking
Is Room Type A available at City Hotel for Daniel Patterson?,availability
Can I reserve a room for Daniel Patterson for 5 nights?,book_room
How much is Room Type A at rate 114.3 per night?,room_price
Is SC meal package included for Daniel Patterson's room?,breakfast
Do you provide 0 parking space for reservation under Daniel Patterson?,parking
Is parking space available at City Hotel for guest 521-074-0619?,parking
Can I cancel my booking under Daniel Patterson?,cancel_booking
Check reservation status for Daniel Patterson with status Canceled,booking_status
Is booking status for Daniel Patterson confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Daniel Patterson?,payment
"Does City Hotel feature a swimming pool, spa and gym for Daniel Patterson?",hotel_facilities
What are the check-in times at City Hotel for arrival on 12 May?,checkin_checkout
Can guest Daniel Patterson request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Daniel Patterson at City Hotel,modify_booking
Can I change my reservation from 5 nights for Daniel Patterson?,modify_booking
Is Room Type A available at City Hotel for Mary Larsen DVM?,availability
Can I reserve a room for Mary Larsen DVM for 3 nights?,book_room
Is BB meal package included for Mary Larsen DVM's room?,breakfast
Do you provide 0 parking space for reservation under Mary Larsen DVM?,parking
Is parking space available at City Hotel for guest 519-421-1261?,parking
Can I cancel my booking under Mary Larsen DVM?,cancel_booking
Check reservation status for Mary Larsen DVM with status Canceled,booking_status
Is booking status for Mary Larsen DVM confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Mary Larsen DVM?,payment
"Does City Hotel feature a swimming pool, spa and gym for Mary Larsen DVM?",hotel_facilities
What are the check-in times at City Hotel for arrival on 29 October?,checkin_checkout
Can guest Mary Larsen DVM request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Mary Larsen DVM at City Hotel,modify_booking
Can I change my reservation from 3 nights for Mary Larsen DVM?,modify_booking
Is Room Type A available at City Hotel for Tina Williams?,availability
Can I reserve a room for Tina Williams for 5 nights?,book_room
Is BB meal package included for Tina Williams's room?,breakfast
Do you provide 0 parking space for reservation under Tina Williams?,parking
Is parking space available at City Hotel for guest 230-653-1407?,parking
Can I cancel my booking under Tina Williams?,cancel_booking
Check reservation status for Tina Williams with status Canceled,booking_status
Is booking status for Tina Williams confirmed at City Hotel?,booking_status
What payment methods do you accept for Non Refund booking under Tina Williams?,payment
"Does City Hotel feature a swimming pool, spa and gym for Tina Williams?",hotel_facilities
Can guest Tina Williams request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Tina Williams at City Hotel,modify_booking
Can I change my reservation from 5 nights for Tina Williams?,modify_booking
Is Room Type A available at City Hotel for Matthew Gutierrez?,availability
Do you have room availability for 1 adults in May 2016?,availability
Can I reserve a room for Matthew Gutierrez for 2 nights?,book_room
Is BB meal package included for Matthew Gutierrez's room?,breakfast
Do you provide 0 parking space for reservation under Matthew Gutierrez?,parking
Is parking space available at City Hotel for guest 292-464-1153?,parking
Can I cancel my booking under Matthew Gutierrez?,cancel_booking
Check reservation status for Matthew Gutierrez with status Canceled,booking_status
Is booking status for Matthew Gutierrez confirmed at City Hotel?,booking_status
What payment methods do you accept for Non Refund booking under Matthew Gutierrez?,payment
"Does City Hotel feature a swimming pool, spa and gym for Matthew Gutierrez?",hotel_facilities
Can guest Matthew Gutierrez request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Matthew Gutierrez at City Hotel,modify_booking
Can I change my reservation from 2 nights for Matthew Gutierrez?,modify_booking
Is Room Type A available at City Hotel for Jennifer Dawson?,availability
Can I reserve a room for Jennifer Dawson for 4 nights?,book_room
How much is Room Type A at rate 170.0 per night?,room_price
Is BB meal package included for Jennifer Dawson's room?,breakfast
Do you provide 0 parking space for reservation under Jennifer Dawson?,parking
Is parking space available at City Hotel for guest 504-945-5666?,parking
Can I cancel my booking under Jennifer Dawson?,cancel_booking
Check reservation status for Jennifer Dawson with status Check-Out,booking_status
Is booking status for Jennifer Dawson confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Jennifer Dawson?,payment
"Does City Hotel feature a swimming pool, spa and gym for Jennifer Dawson?",hotel_facilities
Can guest Jennifer Dawson request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Jennifer Dawson at City Hotel,modify_booking
Can I change my reservation from 4 nights for Jennifer Dawson?,modify_booking
Is Room Type C available at Resort Hotel for Amanda Jones?,availability
I want to book Room Type C for 2 guests at Resort Hotel,book_room
Can I reserve a room for Amanda Jones for 4 nights?,book_room
How much is Room Type C at rate 211.25 per night?,room_price
Is BB meal package included for Amanda Jones's room?,breakfast
What breakfast package is available for Room Type C?,breakfast
Do you provide 0 parking space for reservation under Amanda Jones?,parking
Is parking space available at Resort Hotel for guest 996-584-5223?,parking
Can I cancel my booking under Amanda Jones?,cancel_booking
Check reservation status for Amanda Jones with status Check-Out,booking_status
Is booking status for Amanda Jones confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Amanda Jones?,payment
Do I need to pay deposit No Deposit for Room Type C?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Amanda Jones?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 26 July?,checkin_checkout
Can guest Amanda Jones request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Amanda Jones at Resort Hotel,modify_booking
Can I change my reservation from 4 nights for Amanda Jones?,modify_booking
Is Room Type A available at Resort Hotel for David Sims?,availability
Can I reserve a room for David Sims for 3 nights?,book_room
How much is Room Type A at rate 47.0 per night?,room_price
Is BB meal package included for David Sims's room?,breakfast
Do you provide 0 parking space for reservation under David Sims?,parking
Is parking space available at Resort Hotel for guest 904-868-5426?,parking
Can I cancel my booking under David Sims?,cancel_booking
Check reservation status for David Sims with status Check-Out,booking_status
Is booking status for David Sims confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under David Sims?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for David Sims?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 23 October?,checkin_checkout
Can guest David Sims request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest David Sims at Resort Hotel,modify_booking
Can I change my reservation from 3 nights for David Sims?,modify_booking
Is Room Type A available at Resort Hotel for Tony Daniel?,availability
Can I reserve a room for Tony Daniel for 1 nights?,book_room
How much is Room Type A at rate 149.0 per night?,room_price
Is BB meal package included for Tony Daniel's room?,breakfast
Do you provide 0 parking space for reservation under Tony Daniel?,parking
Is parking space available at Resort Hotel for guest 312-282-0431?,parking
Can I cancel my booking under Tony Daniel?,cancel_booking
Check reservation status for Tony Daniel with status Check-Out,booking_status
Is booking status for Tony Daniel confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Tony Daniel?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Tony Daniel?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 11 August?,checkin_checkout
Can guest Tony Daniel request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Tony Daniel at Resort Hotel,modify_booking
Can I change my reservation from 1 nights for Tony Daniel?,modify_booking
Is Room Type A available at Resort Hotel for Kerry Bradford?,availability
Can I reserve a room for Kerry Bradford for 5 nights?,book_room
How much is Room Type A at rate 52.2 per night?,room_price
Is BB meal package included for Kerry Bradford's room?,breakfast
Do you provide 0 parking space for reservation under Kerry Bradford?,parking
Is parking space available at Resort Hotel for guest 840-134-3859?,parking
Can I cancel my booking under Kerry Bradford?,cancel_booking
Check reservation status for Kerry Bradford with status Check-Out,booking_status
Is booking status for Kerry Bradford confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Kerry Bradford?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Kerry Bradford?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 3 April?,checkin_checkout
Can guest Kerry Bradford request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Kerry Bradford at Resort Hotel,modify_booking
